model,seed,epoch,domain,n_examples,train_loss,accuracy,macro_f1,positive_f1,negative_f1,neutral_f1
Standard BERT ABSA,2023,5,val,122,0.3682,0.8279,0.4161,0.9151,0.3333,0.0
Standard BERT ABSA,2023,5,in_domain,123,0.3682,0.8943,0.6074,0.9406,0.6316,0.25
Standard BERT ABSA,2023,5,laptop,2313,0.3682,0.5655,0.4122,0.6677,0.5647,0.0043
Standard BERT ABSA,2023,5,restaurant,3602,0.3682,0.6469,0.389,0.7851,0.3787,0.0031
Extended BERT ABSA,2023,1,val,122,1.0712,0.7213,0.3924,0.8438,0.3333,0.0
Extended BERT ABSA,2023,1,in_domain,123,1.0712,0.8374,0.5794,0.9048,0.5,0.3333
Extended BERT ABSA,2023,1,laptop,2313,1.0712,0.5015,0.3591,0.4816,0.5956,0.0
Extended BERT ABSA,2023,1,restaurant,3602,1.0712,0.5539,0.4105,0.6898,0.4822,0.0597
Extended BERT ABSA,2023,2,val,122,0.7636,0.7951,0.5348,0.8889,0.6154,0.1
Extended BERT ABSA,2023,2,in_domain,123,0.7636,0.8049,0.6377,0.88,0.7368,0.2963
Extended BERT ABSA,2023,2,laptop,2313,0.7636,0.6407,0.477,0.7347,0.692,0.0043
Extended BERT ABSA,2023,2,restaurant,3602,0.7636,0.7049,0.4893,0.8292,0.6113,0.0273
Extended BERT ABSA,2023,3,val,122,0.4603,0.8525,0.3924,0.9273,0.25,0.0
Extended BERT ABSA,2023,3,in_domain,123,0.4603,0.935,0.7341,0.9643,0.6667,0.5714
Extended BERT ABSA,2023,3,laptop,2313,0.4603,0.6792,0.5021,0.7639,0.7424,0.0
Extended BERT ABSA,2023,3,restaurant,3602,0.4603,0.6938,0.4613,0.8127,0.5648,0.0063
Extended BERT ABSA,2023,4,val,122,0.3432,0.8525,0.4671,0.9252,0.4762,0.0
Extended BERT ABSA,2023,4,in_domain,123,0.3432,0.9106,0.6852,0.9498,0.7059,0.4
Extended BERT ABSA,2023,4,laptop,2313,0.3432,0.6891,0.5165,0.7785,0.7495,0.0214
Extended BERT ABSA,2023,4,restaurant,3602,0.3432,0.7115,0.4987,0.8289,0.628,0.0392
Extended BERT ABSA,2023,5,val,122,0.2139,0.8443,0.5007,0.9187,0.5833,0.0
Extended BERT ABSA,2023,5,in_domain,123,0.2139,0.9106,0.6852,0.9498,0.7059,0.4
Extended BERT ABSA,2023,5,laptop,2313,0.2139,0.687,0.5287,0.7872,0.7324,0.0664
Extended BERT ABSA,2023,5,restaurant,3602,0.2139,0.7163,0.5287,0.8357,0.6399,0.1107
RoBERTa ABSA,2023,1,val,122,1.1121,0.877,0.3115,0.9345,0.0,0.0
RoBERTa ABSA,2023,1,in_domain,123,1.1121,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,2023,1,laptop,2313,1.1121,0.4289,0.2036,0.5995,0.0115,0.0
RoBERTa ABSA,2023,1,restaurant,3602,1.1121,0.6008,0.2502,0.7506,0.0,0.0
RoBERTa ABSA,2023,2,val,122,1.0013,0.6311,0.4242,0.7865,0.3158,0.1702
RoBERTa ABSA,2023,2,in_domain,123,1.0013,0.6748,0.528,0.8022,0.6,0.1818
RoBERTa ABSA,2023,2,laptop,2313,1.0013,0.6796,0.6637,0.7417,0.7761,0.4734
RoBERTa ABSA,2023,2,restaurant,3602,1.0013,0.6918,0.5662,0.8369,0.5643,0.2973
RoBERTa ABSA,2023,3,val,122,0.7141,0.7869,0.4206,0.8867,0.375,0.0
RoBERTa ABSA,2023,3,in_domain,123,0.7141,0.8455,0.4746,0.9238,0.5,0.0
RoBERTa ABSA,2023,3,laptop,2313,0.7141,0.7419,0.6344,0.8297,0.7867,0.2867
RoBERTa ABSA,2023,3,restaurant,3602,0.7141,0.739,0.5477,0.8535,0.6957,0.0938
RoBERTa ABSA,2023,4,val,122,0.4866,0.8197,0.4089,0.9108,0.3158,0.0
RoBERTa ABSA,2023,4,in_domain,123,0.4866,0.9106,0.6455,0.9498,0.7368,0.25
RoBERTa ABSA,2023,4,laptop,2313,0.4866,0.7475,0.6827,0.8198,0.7984,0.4299
RoBERTa ABSA,2023,4,restaurant,3602,0.4866,0.7343,0.5752,0.8462,0.6537,0.2256
RoBERTa ABSA,2023,5,val,122,0.3203,0.8115,0.413,0.9057,0.3333,0.0
RoBERTa ABSA,2023,5,in_domain,123,0.3203,0.8862,0.638,0.9395,0.6667,0.3077
RoBERTa ABSA,2023,5,laptop,2313,0.3203,0.7458,0.6973,0.8232,0.7937,0.4751
RoBERTa ABSA,2023,5,restaurant,3602,0.3203,0.7279,0.5969,0.8448,0.6428,0.303
Standard BERT ABSA,4096,1,val,122,1.0366,0.6066,0.3329,0.7486,0.25,0.0
Standard BERT ABSA,4096,1,in_domain,123,1.0366,0.7967,0.5292,0.8756,0.5455,0.1667
Standard BERT ABSA,4096,1,laptop,2313,1.0366,0.4604,0.3179,0.3806,0.5732,0.0
Standard BERT ABSA,4096,1,restaurant,3602,1.0366,0.334,0.2451,0.3865,0.3487,0.0
Standard BERT ABSA,4096,2,val,122,0.8439,0.7131,0.3743,0.8358,0.2,0.087
Standard BERT ABSA,4096,2,in_domain,123,0.8439,0.7317,0.5016,0.8342,0.4706,0.2
Standard BERT ABSA,4096,2,laptop,2313,0.8439,0.5521,0.412,0.6333,0.5984,0.0043
Standard BERT ABSA,4096,2,restaurant,3602,0.8439,0.4764,0.3227,0.6348,0.3211,0.0123
Standard BERT ABSA,4096,3,val,122,0.5783,0.8361,0.45,0.9151,0.4348,0.0
Standard BERT ABSA,4096,3,in_domain,123,0.5783,0.8699,0.4921,0.9309,0.5455,0.0
Standard BERT ABSA,4096,3,laptop,2313,0.5783,0.6139,0.4567,0.7062,0.6639,0.0
Standard BERT ABSA,4096,3,restaurant,3602,0.5783,0.5514,0.3838,0.7059,0.4423,0.0031
Standard BERT ABSA,4096,4,val,122,0.502,0.8443,0.4249,0.9217,0.3529,0.0
Standard BERT ABSA,4096,4,in_domain,123,0.502,0.9187,0.7222,0.9545,0.6667,0.5455
Standard BERT ABSA,4096,4,laptop,2313,0.502,0.6602,0.5,0.7715,0.6996,0.0288
Standard BERT ABSA,4096,4,restaurant,3602,0.502,0.6152,0.4233,0.7705,0.4587,0.0409
Standard BERT ABSA,4096,5,val,122,0.2892,0.8525,0.4568,0.9259,0.4444,0.0
Standard BERT ABSA,4096,5,in_domain,123,0.2892,0.9024,0.552,0.9502,0.7059,0.0
Standard BERT ABSA,4096,5,laptop,2313,0.2892,0.6641,0.5054,0.7734,0.7057,0.0372
Standard BERT ABSA,4096,5,restaurant,3602,0.2892,0.6269,0.435,0.7797,0.5014,0.0237
Extended BERT ABSA,4096,1,val,122,1.0769,0.1885,0.1744,0.2314,0.1935,0.0984
Extended BERT ABSA,4096,1,in_domain,123,1.0769,0.2927,0.2935,0.3636,0.4103,0.1067
Extended BERT ABSA,4096,1,laptop,2313,1.0769,0.3757,0.1852,0.0061,0.5452,0.0043
Extended BERT ABSA,4096,1,restaurant,3602,1.0769,0.2363,0.1407,0.056,0.3661,0.0
Extended BERT ABSA,4096,2,val,122,0.8974,0.6803,0.4175,0.8085,0.3529,0.0909
Extended BERT ABSA,4096,2,in_domain,123,0.8974,0.7886,0.5679,0.8713,0.5714,0.2609
Extended BERT ABSA,4096,2,laptop,2313,0.8974,0.5473,0.401,0.5794,0.6237,0.0
Extended BERT ABSA,4096,2,restaurant,3602,0.8974,0.5028,0.3522,0.6503,0.4063,0.0
Extended BERT ABSA,4096,3,val,122,0.6115,0.8361,0.4712,0.9135,0.5,0.0
Extended BERT ABSA,4096,3,in_domain,123,0.6115,0.8862,0.6134,0.939,0.6154,0.2857
Extended BERT ABSA,4096,3,laptop,2313,0.6115,0.5945,0.4409,0.6663,0.6564,0.0
Extended BERT ABSA,4096,3,restaurant,3602,0.6115,0.5752,0.3959,0.7273,0.4605,0.0
Extended BERT ABSA,4096,4,val,122,0.3674,0.8525,0.4671,0.9252,0.4762,0.0
Extended BERT ABSA,4096,4,in_domain,123,0.3674,0.878,0.6226,0.9346,0.6,0.3333
Extended BERT ABSA,4096,4,laptop,2313,0.3674,0.6217,0.4638,0.7149,0.6722,0.0043
Extended BERT ABSA,4096,4,restaurant,3602,0.3674,0.6044,0.4073,0.7539,0.4681,0.0
Extended BERT ABSA,4096,5,val,122,0.2942,0.8279,0.47,0.91,0.5,0.0
Extended BERT ABSA,4096,5,in_domain,123,0.2942,0.8699,0.6284,0.9296,0.5556,0.4
Extended BERT ABSA,4096,5,laptop,2313,0.2942,0.6291,0.4754,0.7236,0.677,0.0256
Extended BERT ABSA,4096,5,restaurant,3602,0.2942,0.6122,0.4111,0.7605,0.4696,0.0032
RoBERTa ABSA,4096,1,val,122,1.1359,0.8689,0.4121,0.9286,0.3077,0.0
RoBERTa ABSA,4096,1,in_domain,123,1.1359,0.8537,0.382,0.9238,0.2222,0.0
RoBERTa ABSA,4096,1,laptop,2313,1.1359,0.4319,0.2108,0.6008,0.0316,0.0
RoBERTa ABSA,4096,1,restaurant,3602,1.1359,0.6008,0.2502,0.7506,0.0,0.0
RoBERTa ABSA,4096,2,val,122,1.0307,0.7131,0.3794,0.8466,0.2917,0.0
RoBERTa ABSA,4096,2,in_domain,123,1.0307,0.7642,0.4224,0.8673,0.4,0.0
RoBERTa ABSA,4096,2,laptop,2313,1.0307,0.6779,0.5099,0.7838,0.7244,0.0214
RoBERTa ABSA,4096,2,restaurant,3602,1.0307,0.7224,0.5064,0.8423,0.6582,0.0186
RoBERTa ABSA,4096,3,val,122,0.7125,0.8443,0.4282,0.9209,0.3636,0.0
RoBERTa ABSA,4096,3,in_domain,123,0.7125,0.9106,0.5198,0.9593,0.6,0.0
RoBERTa ABSA,4096,3,laptop,2313,0.7125,0.7185,0.5959,0.7996,0.764,0.2239
RoBERTa ABSA,4096,3,restaurant,3602,0.7125,0.6993,0.4846,0.8189,0.5652,0.0699
RoBERTa ABSA,4096,4,val,122,0.6467,0.8361,0.4212,0.9159,0.3478,0.0
RoBERTa ABSA,4096,4,in_domain,123,0.6467,0.9106,0.6149,0.9589,0.6,0.2857
RoBERTa ABSA,4096,4,laptop,2313,0.6467,0.7384,0.662,0.815,0.7859,0.3852
RoBERTa ABSA,4096,4,restaurant,3602,0.6467,0.7163,0.532,0.832,0.6196,0.1445
RoBERTa ABSA,4096,5,val,122,0.3916,0.8279,0.4195,0.9108,0.3478,0.0
RoBERTa ABSA,4096,5,in_domain,123,0.3916,0.9106,0.6239,0.9545,0.6316,0.2857
RoBERTa ABSA,4096,5,laptop,2313,0.3916,0.7363,0.673,0.8156,0.7775,0.426
RoBERTa ABSA,4096,5,restaurant,3602,0.3916,0.7157,0.5396,0.8322,0.6065,0.18
